originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
ROE Competitive Suppression,1.2,-187.377074948766,-187.377074948766,-269.855188829886,-251.495758282824,-178.022962582697,-178.022962582697,-206.525878690108,-206.525878690108,-230.02333216054,-218.390873316072,-242.104051650123,-213.286554657127,-183.665065531902,-166.635493268431,-302.970904169327,-192.695017013825
ROE Competitive Suppression,1.2,-186.123279213701,-186.123279213701,-225.219822228157,-210.337832182549,-192.376677567577,-192.376677567577,-212.440716797471,-212.440716797471,-257.28792660101,-233.631697197836,-237.806875469093,-228.438713400689,-172.240529244792,-168.903166464719,-203.408824501939,-188.762898049371
ROE Competitive Suppression,1.2,-197.521563696484,-197.521563696484,-242.381108100428,-232.66791107476,-192.585607919994,-192.585607919994,-213.812717320354,-213.812717320354,-225.622078886926,-215.521630671426,-259.114639963868,-249.838790095013,-188.692168493994,-183.894781199928,-209.145890711071,-196.457129180662
ROE Competitive Suppression,1.2,-169.983800182471,-169.983800182471,-190.413035758712,-184.735782767414,-191.40733897246,-191.40733897246,-188.154563587644,-188.154563587644,-221.090662880024,-212.0611473411,-206.091656738645,-199.127402765686,-172.220779125761,-164.275437745718,-224.673276238048,-225.035572843515
ROE Competitive Suppression,1.3,-159.831470488693,-159.831470488693,-214.031582444242,-192.558150868331,-207.800669963536,-207.800669963536,-194.651195327054,-194.651195327054,-260.143180113533,-237.193378884586,-222.5055247083,-205.115489912888,-164.196554175548,-160.976887798113,-173.239154267975,-158.700137089716
ROE Competitive Suppression,1.3,-179.254208725033,-179.254208725033,-212.297649331367,-197.440293100926,-196.361007040792,-196.361007040792,-196.151176966532,-196.151176966532,-238.043890020068,-226.947065902395,-210.111851232361,-202.402193963929,-170.586810929289,-171.307586011258,-241.137769640141,-220.698780806988
ROE Competitive Suppression,1.3,-180.470581159704,-180.470581159704,-224.950736521192,-213.863622546621,-197.137975977851,-197.137975977851,-199.517648121753,-199.517648121753,-239.590899615809,-219.33634598403,-240.890946939681,-231.528178827662,-178.70795814791,-173.780995510157,-243.408870578144,-189.19449581342
ROE Competitive Suppression,1.3,-211.152163062928,-211.152163062928,-227.046444118193,-219.662207812334,-215.707688822748,-215.707688822748,-222.949020045794,-222.949020045794,-324.629195838144,-290.096258632657,-223.159560628121,-220.117982306601,-227.675204296098,-207.600788694914,-221.976658604955,-220.597863151494
ROE Competitive Suppression,1.3,-186.847367089342,-186.847367089342,-232.223641220042,-220.067045322029,-196.033462464237,-196.033462464237,-203.077530669054,-203.077530669054,-244.739491185137,-236.582448500339,-239.51731821263,-230.960031310498,-181.260475636176,-179.059663546282,-290.200142440858,-279.861505708673
ROE Competitive Suppression,1.3,-210.987688738206,-210.987688738206,-264.611626940085,-248.369781935835,-236.731661292335,-236.731661292335,-224.094389084625,-224.094389084625,-283.221710020772,-262.239307812545,-233.831612789126,-229.186305549648,-240.839042289845,-234.755363669883,-213.529708698867,-214.299063645104
ROE Competitive Suppression,1.3,-213.14821074802,-213.14821074802,-246.424845817323,-240.588463249249,-224.362512942761,-224.362512942761,-226.607504720544,-226.607504720544,-254.803189644969,-247.968525458976,-255.306524362307,-248.226901120928,-223.022870747504,-211.62236203271,-280.664424738766,-210.202695183725
ROE Competitive Suppression,1.3,-200.312942556589,-200.312942556589,-257.651206002986,-226.118941310275,-211.351375707331,-211.351375707331,-210.428225849985,-210.428225849985,-263.262730651406,-244.36882508213,-247.753327134228,-229.810762300809,-210.351409145795,-202.690729427028,-267.307629394835,-212.002970455764
ROE Competitive Suppression,1.3,-191.701151778408,-191.701151778408,-230.365143229434,-215.270410630189,-194.42663107878,-194.42663107878,-209.990239535037,-209.990239535037,-250.061627963335,-233.648262891601,-238.181000855706,-224.839151904144,-194.859462259177,-186.635942096004,-217.087288508805,-188.269314038329
ROE Competitive Suppression,1.3,-185.087713501994,-185.087713501994,-221.909504855515,-214.983205578471,-190.768147019022,-190.768147019022,-206.608107298343,-206.608107298343,-225.185046951169,-217.142330877205,-251.269018713714,-240.601189833665,-186.09867131642,-175.763183938704,-307.480997020149,-221.520289098772
ROE Competitive Suppression,1.4,-208.753911844252,-208.753911844252,-283.576277629365,-258.751596677121,-208.251221962609,-208.251221962609,-223.139502414273,-223.139502414273,-268.135693653053,-254.57868166572,-281.524599363366,-261.209286087402,-201.611846527409,-199.70646582099,-219.711442345501,-211.901631000013
ROE Competitive Suppression,1.4,-205.933215284426,-205.933215284426,-1389.63660410963,-243.885241400142,-206.900427678768,-206.900427678768,-223.882938860395,-223.882938860395,-245.973289432168,-236.16666437337,-1157.60032196723,-251.799327855737,-193.981650253365,-193.511674913653,-244.949349538939,-238.461177661272
ROE Competitive Suppression,1.4,-191.19672830603,-191.19672830603,-219.920845503053,-214.660575014523,-215.462729295143,-215.462729295143,-206.220684814626,-206.220684814626,-255.503881619014,-234.529060272937,-238.498113277247,-231.891160287995,-208.496746560074,-200.192008544128,-289.543653694995,-289.976015681806
ROE Competitive Suppression,1.4,-189.848473347412,-189.848473347412,-241.686427943365,-216.571936631742,-205.644590737113,-205.644590737113,-199.070703589256,-199.070703589256,-233.356076397308,-224.00515141569,-226.580475309268,-220.09039687975,-184.37992200866,-183.559227206813,-240.350335261728,-224.181268054955
ROE Competitive Suppression,1.4,-215.523497413883,-215.523497413883,-254.234700170515,-233.173805690426,-222.410902052447,-222.410902052447,-240.405381902083,-240.405381902083,-251.41582644973,-232.205160913096,-267.72306031567,-243.705327028558,-225.254411880428,-217.714320141708,-219.847914853605,-215.00467802774
ROE Competitive Suppression,1.4,-200.67153800337,-200.67153800337,-244.600805691525,-221.672429413561,-193.307903094046,-193.307903094046,-227.714848880225,-227.714848880225,-247.763403707589,-219.482481356198,-248.033539325605,-231.165404642082,-188.566890856544,-181.857405525742,-252.480550492187,-197.723706145588
ROE Competitive Suppression,1.4,-198.502583946422,-198.502583946422,-230.857059519658,-222.791555454039,-203.525859635929,-203.525859635929,-219.003009012932,-219.003009012932,-211.51027029247,-208.512761964673,-261.619500380747,-246.955445720235,-197.394952931797,-193.25571407732,-317.683190395373,-236.851241093742
ROE Competitive Suppression,1.4,-204.679808548387,-204.679808548387,-287.245912630175,-260.480935684156,-209.941318955711,-209.941318955711,-224.324578387658,-224.324578387658,-258.371327961323,-240.572091350559,-295.441277645193,-273.156194644684,-185.416552526505,-183.469121224499,-237.933125128428,-203.04797669896
ROE Competitive Suppression,1.4,-205.241252890811,-205.241252890811,-317.676579376364,-285.796215636989,-210.813713262428,-210.813713262428,-222.898924144171,-222.898924144171,-263.036901702294,-239.26051486046,-339.599356012495,-303.019934277572,-210.393091601691,-206.269868155393,-406.57329277993,-207.114307518153
ROE Competitive Suppression,1.4,-173.94370799436,-173.94370799436,-344.778533000181,-196.540832026509,-194.024261325715,-194.024261325715,-191.789998100647,-191.789998100647,-276.70371857249,-265.439884255045,-231.128889337292,-208.016382869706,-177.395088434551,-170.503645837722,-322.748774626944,-176.170032445217
ROE Competitive Suppression,1.5,-204.148942980461,-204.148942980461,-253.814008317671,-246.366742778439,-198.663803582487,-198.663803582487,-222.693918666554,-222.693918666554,-267.186052278506,-257.579935063482,-249.95155251045,-245.426420176331,-202.511729044612,-199.381504996897,-285.752980020139,-277.440099788122
ROE Competitive Suppression,1.5,-203.687381828972,-203.687381828972,-234.27477085625,-226.179550214818,-217.062627330103,-217.062627330103,-217.940668893404,-217.940668893404,-242.522152548889,-238.875194630793,-244.316769522354,-235.249875893896,-221.564169251721,-203.620330294921,-240.552650427556,-271.225148004785
ROE Competitive Suppression,1.5,-180.390546617416,-180.390546617416,-201.826835694631,-194.383567620563,-206.282748274523,-206.282748274523,-190.941036224747,-190.941036224747,-234.382871270725,-220.644549124117,-224.406501844742,-213.399005124228,-197.382777819611,-186.862724653181,-250.211373432388,-213.322867400738
ROE Competitive Suppression,1.5,-193.840400546823,-193.840400546823,-221.286314183541,-210.944970649413,-224.182498770791,-224.182498770791,-208.725253241041,-208.725253241041,-275.061442994447,-268.204566241619,-230.281543068462,-220.07076634856,-213.105166850693,-200.03550576223,-273.62017047138,-232.444664033883
ROE Competitive Suppression,1.5,-202.81866536075,-202.81866536075,-239.440147158406,-229.004118316004,-214.213357104395,-214.213357104395,-218.845508408155,-218.845508408155,-240.112026234266,-233.203886283635,-244.452741575881,-236.91196852008,-203.30301447156,-199.446554316759,-296.639110688816,-226.99664651052
ROE Competitive Suppression,1.5,-228.352490099794,-228.352490099794,-305.820879825878,-291.401263177198,-211.928103296218,-211.928103296218,-238.002696706311,-238.002696706311,-257.008852983734,-246.675349833678,-316.032195522821,-300.256857756902,-222.45959401876,-219.625234380902,-264.079219453817,-223.446659095539
ROE Competitive Suppression,1.5,-223.383976462998,-223.383976462998,-256.914793479562,-252.45123947457,-216.772967123547,-216.772967123547,-236.719628691755,-236.719628691755,-258.348254999364,-248.152695999719,-311.550509714297,-296.878430196846,-232.38392203492,-220.606516375468,-290.509849151097,-292.074714721377
ROE Competitive Suppression,1.5,-202.793963127926,-202.793963127926,-253.325319893941,-234.293085832819,-200.794076258987,-200.794076258987,-218.876192424059,-218.876192424059,-256.642199894896,-237.548466288272,-257.727517895141,-241.47697681517,-199.258475950762,-195.246278096408,-328.789863556316,-221.583401204943
ROE Competitive Suppression,1.5,-195.726340550698,-195.726340550698,-228.878835073676,-222.139016141014,-201.767981612632,-201.767981612632,-214.19521285944,-214.19521285944,-255.643962159889,-243.501950621495,-242.79372468675,-236.247782956561,-211.902205098832,-201.573636579683,-270.211834159436,-193.480704726075
ROE Competitive Suppression,1.5,-214.224437084105,-214.224437084105,-279.95824326907,-267.720822669282,-227.372463740059,-227.372463740059,-232.25989812479,-232.25989812479,-258.00568284617,-248.848941685984,-284.39310172143,-268.125342826288,-209.074847764245,-207.231746846723,-223.192053288568,-214.867770765917
ROE Competitive Suppression,1.6,-206.479191638607,-206.479191638607,-241.846974713046,-230.995733636991,-201.488035104878,-201.488035104878,-220.78547235036,-220.78547235036,-224.353207403173,-217.661764281867,-250.369444801084,-238.904236380735,-199.136309014023,-197.682716369634,-346.317664163399,-295.332719177633
ROE Competitive Suppression,1.6,-214.266544058866,-214.266544058866,-245.008179062363,-228.729310408124,-223.522632163316,-223.522632163316,-219.815446341126,-219.815446341126,-274.45429935272,-258.393873657981,-258.69903942706,-240.676688625341,-216.050702719772,-211.359750175183,-254.691201180281,-213.189127689456
ROE Competitive Suppression,1.6,-234.81644882,-234.81644882,-288.748589950113,-258.240317916444,-236.786854608265,-236.786854608265,-245.506621567557,-245.506621567557,-310.235865631307,-284.065804593795,-271.280081370485,-264.334839014587,-260.217584286096,-235.991441149417,-312.855044923339,-280.468578062703
ROE Competitive Suppression,1.6,-228.324706893748,-228.324706893748,-271.277658397513,-262.448073227115,-230.462233787195,-230.462233787195,-233.318968105827,-233.318968105827,-267.449511815226,-250.35922433195,-268.469052460419,-260.663828917314,-224.250283232625,-221.931311253296,-343.413000153737,-271.090599839194
ROE Competitive Suppression,1.6,-239.38396994883,-239.38396994883,-306.127091399864,-295.407489599863,-237.433127608951,-237.433127608951,-245.21326112,-245.21326112,-264.399573745539,-255.315636674674,-308.502734200826,-297.976558218778,-237.390275589037,-234.144923337474,-249.850067567628,-249.673137574936
ROE Competitive Suppression,1.6,-207.774473785018,-207.774473785018,-276.642467719814,-254.9254953418,-210.196729131557,-210.196729131557,-214.595384522888,-214.595384522888,-538.870859827047,-257.954536624528,-317.775691985277,-289.011145675267,-205.272633569777,-204.25598523868,-243.351573080396,-205.669774101522
ROE Competitive Suppression,1.6,-217.262076650161,-217.262076650161,-247.230780537688,-242.316033961139,-233.616738513949,-233.616738513949,-231.989301276939,-231.989301276939,-247.980141249075,-243.944705579229,-256.885223575894,-248.715940172677,-235.877641144743,-223.450914072709,-242.447373024311,-225.308363265873
ROE Competitive Suppression,1.6,-198.606083715147,-198.606083715147,-254.595353309791,-241.863657890719,-217.802261213275,-217.802261213275,-214.727981242828,-214.727981242828,-1156.43928629201,-524.534668498055,-254.879925840228,-247.314281960969,-214.170631186312,-206.883892952336,-217.207224238654,-209.23220993181
ROE Competitive Suppression,1.6,-204.040314863628,-204.040314863628,-234.426568772267,-229.267532805386,-212.815010490716,-212.815010490716,-221.438431565172,-221.438431565172,-264.360360930609,-245.217925456041,-248.223005986305,-236.265450568708,-203.013058402959,-197.010704168535,-242.569421688683,-241.537577241825
ROE Competitive Suppression,1.6,-204.33640655703,-204.33640655703,-239.978371801762,-232.647123303835,-216.615507000885,-216.615507000885,-217.868608573904,-217.868608573904,-280.59748440947,-245.701775732342,-240.299442027758,-234.773756939021,-217.153071561327,-200.203793587569,-213.298583098669,-210.171348763152
ROE Competitive Suppression,1.7,-216.501062060224,-216.501062060224,-237.396521754288,-231.417446918121,-220.775328387892,-220.775328387892,-230.739205544216,-230.739205544216,-290.610107142486,-260.838453584758,-243.624566620982,-236.569255688028,-220.682142192059,-222.356081898878,-232.392439445929,-217.261780896136
ROE Competitive Suppression,1.7,-220.619631317566,-220.619631317566,-259.825563561364,-254.459565126648,-216.303288559439,-216.303288559439,-238.16510411549,-238.16510411549,-254.969381870447,-251.241964982554,-277.803946134817,-266.89474973979,-212.216214400262,-207.273185167833,-255.517488263593,-219.920909901388
ROE Competitive Suppression,1.7,-197.283870675545,-197.283870675545,-285.201013137782,-221.741561569978,-216.64235296742,-216.64235296742,-215.679526264129,-215.679526264129,-327.635480859709,-259.96303821839,-312.192975874551,-235.542192206402,-216.415495132828,-200.250226103503,-287.28496621432,-281.046329847624
ROE Competitive Suppression,1.7,-227.687223052037,-227.687223052037,-299.005261292109,-275.796234728825,-234.853296521569,-234.853296521569,-236.401403456025,-236.401403456025,-294.247300146152,-263.794167611602,-289.804915631246,-276.523351749047,-230.553216106805,-226.999981911599,-252.659042189614,-232.734151435782
ROE Competitive Suppression,1.7,-214.769720079297,-214.769720079297,-271.099039669893,-245.89514261122,-226.941218064722,-226.941218064722,-225.082770915551,-225.082770915551,-296.850141966134,-266.562469252026,-248.857455435603,-243.739571045488,-214.454026032052,-211.307841087797,-248.409164619677,-227.201384407646
ROE Competitive Suppression,1.7,-205.574935499506,-205.574935499506,-349.679537507904,-315.675073173067,-213.558472249229,-213.558472249229,-215.44133486613,-215.44133486613,-263.701487161452,-245.199824534669,-344.566076716385,-307.991252286573,-200.047112046363,-195.700285162689,-237.064879860512,-221.619146075548
ROE Competitive Suppression,1.7,-229.12933902998,-229.12933902998,-265.704573111485,-255.706741566226,-230.987530452152,-230.987530452152,-246.639828246372,-246.639828246372,-252.806628262752,-241.540268612602,-281.645234479189,-271.032343328179,-261.020343648583,-242.960353572581,-303.010862705095,-248.905477353552
ROE Competitive Suppression,1.7,-227.005066244172,-227.005066244172,-280.832750911428,-258.698326064352,-228.799167658448,-228.799167658448,-239.590863526863,-239.590863526863,-280.015353021741,-264.572936104296,-271.48519754654,-265.324583470644,-234.032682194586,-227.996128136225,-264.40530889126,-240.553006941161
ROE Competitive Suppression,1.7,-231.717551747267,-231.717551747267,-244.62645662999,-230.702412470878,-222.515647267389,-222.515647267389,-230.188091531183,-230.188091531183,-259.704346764815,-241.590763202209,-236.785059286859,-234.903379286478,-224.602121782966,-223.475583409533,-240.451301915223,-232.992817230399
ROE Competitive Suppression,1.7,-223.47778059801,-223.47778059801,-231.366176457,-227.150720853438,-231.938935121561,-231.938935121561,-232.460341521273,-232.460341521273,-288.529077128315,-273.761811586614,-243.960740675416,-238.708263207473,-215.274074315924,-218.99549232685,-260.487127159627,-259.315156165443
ROE Competitive Suppression,1.8,-240.403098522255,-240.403098522255,-256.558411939167,-249.008054401258,-221.365068996651,-221.365068996651,-253.828401217496,-253.828401217496,-250.193798668632,-235.833724472835,-255.468702789715,-250.137209966348,-242.96489666456,-233.068465381504,-252.747938988315,-238.558743017529
ROE Competitive Suppression,1.8,-203.219573516803,-203.219573516803,-275.628150593627,-230.51522480546,-233.540579541744,-233.540579541744,-216.707792480646,-216.707792480646,-471.757764185057,-295.904924513079,-245.358731430346,-239.980179006159,-222.942871037153,-214.633079913645,-249.481725303945,-206.122669165878
ROE Competitive Suppression,1.8,-236.439149011355,-236.439149011355,-273.964921826433,-264.444695041903,-221.861675972281,-221.861675972281,-246.329293047854,-246.329293047854,-257.652223196701,-244.967264697407,-274.817182273765,-265.13543908867,-237.59783856168,-231.455269991982,-305.010424314041,-270.478641280859
ROE Competitive Suppression,1.8,-246.124865003379,-246.124865003379,-274.931170012969,-267.548977833866,-236.77176439304,-236.77176439304,-248.894261782283,-248.894261782283,-356.076990553497,-289.172258948652,-282.870574247067,-272.928341368677,-249.892990515121,-244.680810771424,-259.488954847117,-259.057168418886
ROE Competitive Suppression,1.8,-207.863439011093,-207.863439011093,-271.535895304498,-255.513992180361,-209.61924928089,-209.61924928089,-217.846585075799,-217.846585075799,-279.836520021493,-255.587179041828,-267.38064968944,-251.272791313617,-203.96220444036,-200.105578699786,-232.487884428627,-207.540629596253
ROE Competitive Suppression,1.8,-216.899916462075,-216.899916462075,-287.345975260772,-270.62877473803,-229.631747687118,-229.631747687118,-229.430044419814,-229.430044419814,-285.993311898997,-266.186836057448,-301.083188539747,-282.463806399181,-218.792716239461,-216.405046455854,-225.429126570904,-224.192468177583
ROE Competitive Suppression,1.8,-226.927401948597,-226.927401948597,-265.021788600368,-258.068221926057,-235.14791921447,-235.14791921447,-236.449436444241,-236.449436444241,-268.779143119676,-256.972126141311,-275.21017772783,-267.313603470537,-228.764217812682,-226.081190126575,-239.778365186349,-229.333844306419
ROE Competitive Suppression,1.8,-222.38928609601,-222.38928609601,-273.546951457304,-262.224845219888,-237.268164354183,-237.268164354183,-233.780250666417,-233.780250666417,-279.840842774792,-260.428951410627,-264.067843689355,-255.179927783198,-248.473753116649,-238.533629165044,-244.387845090847,-243.557285350633
ROE Competitive Suppression,1.8,-231.062396113768,-231.062396113768,-282.995650835582,-265.390743763966,-221.383225781537,-221.383225781537,-243.428097131207,-243.428097131207,-261.644864860128,-246.502270822762,-294.908186204389,-280.791499672775,-226.506751009126,-221.097860206371,-371.709080942886,-372.171553388134
ROE Competitive Suppression,1.8,-219.746169624194,-219.746169624194,-257.93296100223,-247.975114368261,-224.759156019855,-224.759156019855,-229.928278907215,-229.928278907215,-252.547586415678,-239.70759376805,-259.629670820928,-252.185327108256,-215.840057973404,-216.460833039988,-266.232446475939,-218.321538535196
ROE Competitive Suppression,1.9,-253.279523193062,-253.279523193062,-263.815652262044,-258.971488312787,-267.312609691605,-267.312609691605,-254.072759892174,-254.072759892174,-416.478314495875,-338.440871738147,-266.240342457063,-263.709800960906,-265.957634542848,-256.189462168015,-274.343131522509,-257.727790205806
ROE Competitive Suppression,1.9,-235.010019751082,-235.010019751082,-294.725004774974,-286.627402020482,-231.834724771377,-231.834724771377,-248.235489579965,-248.235489579965,-268.7064706266,-260.957125118492,-297.870892222724,-290.53640736942,-243.432582875048,-239.157287356102,-242.667488855745,-236.058508051467
ROE Competitive Suppression,1.9,-224.193279383123,-224.193279383123,-364.111418737628,-294.934964686867,-224.642049844875,-224.642049844875,-228.233178294981,-228.233178294981,-324.38086983496,-292.637835750507,-249.071188562347,-244.023584873225,-215.326155616761,-214.685047138228,-288.279851373728,-287.886049270618
ROE Competitive Suppression,1.9,-218.94042864692,-218.94042864692,-259.783381955867,-250.401533230581,-239.203247422794,-239.203247422794,-221.224427588218,-221.224427588218,-279.946823261207,-261.642438167012,-272.603422433169,-258.85880619005,-226.713475887207,-220.329009728734,-287.4800964035,-287.104490158438
ROE Competitive Suppression,1.9,-216.722626593711,-216.722626593711,-274.60321503021,-252.761082238478,-223.823195535137,-223.823195535137,-223.251184352105,-223.251184352105,-265.602111343981,-248.448026695132,-283.090650608086,-255.157560719367,-220.370533963369,-211.891367265506,-239.313764702198,-227.080003998711
ROE Competitive Suppression,1.9,-237.284435228227,-237.284435228227,-249.922782655092,-246.519905955613,-247.602763947799,-247.602763947799,-251.071737959104,-251.071737959104,-307.069014597973,-292.495886788285,-261.215901007508,-254.365492017467,-244.487014109407,-235.53597553756,-262.628791046291,-260.84272928155
ROE Competitive Suppression,1.9,-228.588106170465,-228.588106170465,-276.598494762671,-255.571261817127,-230.658370226351,-230.658370226351,-242.248861539739,-242.248861539739,-306.795354823969,-279.690411927573,-275.088527292644,-266.718174613466,-248.282439641116,-227.279519429732,-291.869298852435,-252.519598900194
ROE Competitive Suppression,1.9,-250.465928792837,-250.465928792837,-358.076556598425,-294.471541489185,-251.289804090984,-251.289804090984,-256.070382211385,-256.070382211385,-321.052565491667,-296.599636908209,-346.381417050013,-307.038616248335,-242.609383599956,-251.058555154763,-308.776218283967,-294.195122131847
ROE Competitive Suppression,1.9,-236.161238384102,-236.161238384102,-270.098873844894,-263.683914890511,-228.644644234814,-228.644644234814,-250.736190244368,-250.736190244368,-274.480308915652,-265.648715765647,-280.389777375632,-274.45204412879,-249.010535797058,-233.345200063621,-375.774113391534,-376.30819368937
ROE Competitive Suppression,1.9,-226.639490979801,-226.639490979801,-272.706433610291,-262.708903127216,-237.606811228464,-237.606811228464,-240.402634262126,-240.402634262126,-285.897803439761,-270.124722714412,-280.837266991308,-269.596871705285,-255.34539695536,-238.725793710362,-259.330085312256,-253.572488580486
ROE Competitive Suppression,2,-259.415539573833,-259.415539573833,-317.523639208407,-309.829075432655,-241.322024153093,-241.322024153093,-263.304826991895,-263.304826991895,-285.426530427365,-277.959208804984,-287.852537596827,-287.197234890446,-254.317884682547,-251.112047903451,-276.559589322773,-254.278462484544
ROE Competitive Suppression,2,-245.510263479192,-245.510263479192,-276.076198721788,-260.578183928423,-242.994894605251,-242.994894605251,-257.202002377753,-257.202002377753,-273.312381613718,-265.618331069388,-278.066768295343,-265.702756757318,-249.247650659888,-240.594543921095,-280.909929524205,-281.058174469756
ROE Competitive Suppression,2,-251.821590467203,-251.821590467203,-281.321748501887,-276.993645916299,-266.271307179924,-266.271307179924,-255.65294483672,-255.65294483672,-333.867940313326,-312.613573801394,-280.337428931315,-273.95841707492,-251.272615712572,-248.919548240377,-299.727238254396,-299.116853563381
ROE Competitive Suppression,2,-228.985612673613,-228.985612673613,-268.732916371734,-251.508157544527,-237.12400396885,-237.12400396885,-242.616068860801,-242.616068860801,-317.67861176642,-284.099638309206,-276.423808970716,-262.637684198305,-234.139247135174,-228.916753836828,-248.671744805503,-248.001436980585
ROE Competitive Suppression,2,-243.831730728073,-243.831730728073,-293.66332700262,-272.069151032101,-235.377578109451,-235.377578109451,-255.598024163601,-255.598024163601,-263.52626211644,-251.459636522128,-292.07221232219,-279.513400406729,-241.594810259255,-234.150764668687,-345.992166832357,-300.856786948593
ROE Competitive Suppression,2,-212.381071639169,-212.381071639169,-261.968363742513,-248.07371564996,-222.655075083245,-222.655075083245,-223.341701204328,-223.341701204328,-322.474959763413,-277.719313338524,-258.403293735019,-248.086975143,-216.637532399964,-212.346385625876,-246.115238395387,-247.189468710701
ROE Competitive Suppression,2,-248.8621968367,-248.8621968367,-288.589423239868,-271.740050151861,-255.313350054292,-255.313350054292,-255.3890942746,-255.3890942746,-279.935307282832,-269.709272038311,-281.25298000985,-271.738794675304,-253.961202059675,-249.63307444976,-252.351074842432,-251.096183779762
ROE Competitive Suppression,2,-216.697910205668,-216.697910205668,-308.431110092568,-244.951008950944,-228.473068833488,-228.473068833488,-227.898732290707,-227.898732290707,-285.61648600397,-249.285290540801,-252.141816203088,-246.491629245046,-220.322967751431,-217.200957105943,-279.136079728717,-220.79618486908
ROE Competitive Suppression,2,-238.355417484229,-238.355417484229,-318.443212315772,-294.006311584356,-225.480649784442,-225.480649784442,-252.90333638599,-252.90333638599,-279.004828377502,-248.435313188316,-343.414160539208,-318.541714700629,-228.196739728753,-221.317775704766,-290.911780915581,-237.820843414
ROE Competitive Suppression,2,-252.439820017899,-252.439820017899,-285.625038174095,-278.064097004207,-234.237796569234,-234.237796569234,-252.820190991082,-252.820190991082,-267.604630369795,-259.030659664934,-283.42621565275,-276.504250348629,-241.772847888721,-239.837993352521,-254.3451851594,-254.839870643229
ROE Direct Suppression,0.5,-115.773111473964,-115.773111473964,-197.905904070602,-156.277874864841,-165.278923598458,-165.278923598458,-140.551178597897,-140.551178597897,-227.493945644974,-210.386784539222,-172.33170356146,-156.267643693338,-121.413788332714,-113.372925246164,-400.767010227741,-191.536321042276
ROE Direct Suppression,0.5,-98.31292493768,-98.31292493768,-160.513250613959,-138.710081141102,-173.566225760156,-173.566225760156,-136.837535353935,-136.837535353935,-243.816524835564,-218.405347269533,-259.455963695197,-214.384166369774,-101.826027091808,-98.9341285519659,-105.745977812046,-99.0708542553986
ROE Direct Suppression,0.5,-112.997347572358,-112.997347572358,-139.251925893373,-129.22040628344,-166.347441913819,-166.347441913819,-150.24309730341,-150.24309730341,-203.17945615197,-190.317888843867,-193.672239628065,-178.063146331551,-111.809136926157,-110.331397871225,-134.793342387078,-110.263387388653
ROE Direct Suppression,0.5,-87.5071656599081,-87.5071656599081,-166.540919977603,-136.731234730078,-188.357146287476,-188.357146287476,-122.665873440944,-122.665873440944,-236.718864559289,-228.057196862821,-151.006619533198,-127.400387468943,-123.454610980115,-91.2238574271684,-268.472760907857,-93.5491576309798
ROE Direct Suppression,0.5,-102.002432514111,-102.002432514111,-156.051147521794,-144.430939235921,-186.991332723765,-186.991332723765,-139.657127257933,-139.657127257933,-229.418562465543,-216.866773921939,-206.238110419108,-190.703253349259,-108.772067253025,-104.590882664672,-1158.70609833238,-106.921694449376
ROE Direct Suppression,0.5,-116.126003714238,-116.126003714238,-193.429947679337,-148.37185720911,-203.315935736683,-203.315935736683,-137.723416525863,-137.723416525863,-259.251728757583,-208.978327347842,-236.755303827463,-156.090251441215,-161.43821092981,-125.252128185169,-105.921362679667,-112.19902653516
ROE Direct Suppression,0.5,-100.227058867069,-100.227058867069,-180.045389765828,-149.069696159531,-188.962548786371,-188.962548786371,-125.004222493895,-125.004222493895,-223.991337432944,-216.675826798458,-416.01921923002,-259.417013189734,-117.433039664706,-106.607555257702,-521.854093361233,-108.332696406006
ROE Direct Suppression,0.5,-113.68976027099,-113.68976027099,-160.113008889637,-149.496666853249,-191.47794622287,-191.47794622287,-129.687302439935,-129.687302439935,-234.942728557834,-223.395200511712,-142.598294844988,-125.464694996431,-149.986594897866,-137.451479879791,-562.872769673127,-104.535506512797
ROE Direct Suppression,0.5,-94.2356997077433,-94.2356997077433,-155.739622139634,-142.583171049295,-188.44671785863,-188.44671785863,-134.878979464371,-134.878979464371,-243.453416998515,-210.44966524776,-154.718196651629,-144.944047405931,-109.049118555273,-101.795469971397,-185.954529007303,-91.9336061218619
ROE Direct Suppression,0.5,-95.8520801326135,-95.8520801326135,-124.717744565259,-117.703533435208,-204.466784306925,-204.466784306925,-132.817650597084,-132.817650597084,-226.84986535608,-219.358639687975,-165.110872038586,-149.12238470909,-131.967544052438,-105.444374487307,-132.575635852428,-97.380209278348
ROE Direct Suppression,0.6,-110.764685124842,-110.764685124842,-156.027722442616,-140.10208305533,-194.905543741655,-194.905543741655,-136.373466571096,-136.373466571096,-238.529335723399,-214.89042826183,-188.755447351655,-162.478682781126,-133.671059284969,-125.986034622359,-207.548153307259,-119.725837703948
